ward,walk,age,floor,rent,type,area,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,22,9,200000,1LDK,35.75,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,22,2,209000,1LDK,45.15,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,3,6,240000,1LDK,36.29,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,3,9,400000,1LDK,58.25,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,20,4,190000,1K,25.5,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,20,5,216000,1R,29.45,,,,,,,,,,,,,,,,,,,,,,
Shibuya,9,7,7,173000,1DK,26.39,,,,,,,,,,,,,,,,,,,,,,
Shibuya,9,7,8,177000,1DK,26.39,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,31,6,120000,2DK,42.1,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,19,2,355000,1LDK,53.32,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,24,3,125000,1K,22.27,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,24,3,180000,1LDK,39.27,,,,,,,,,,,,,,,,,,,,,,
Shibuya,10,11,3,163200,1DK,35.26,,,,,,,,,,,,,,,,,,,,,,
Shibuya,10,11,8,180000,1LDK,39.44,,,,,,,,,,,,,,,,,,,,,,
Shibuya,9,16,4,214000,1LDK,38.46,,,,,,,,,,,,,,,,,,,,,,
Shibuya,9,16,4,318000,1LDK,55.22,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,17,2,310000,1K,43.09,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,17,7,344000,1LDK,47.02,,,,,,,,,,,,,,,,,,,,,,
Shibuya,3,11,7,228000,1K,36.31,,,,,,,,,,,,,,,,,,,,,,
Shibuya,3,11,2,240000,1R,41.05,,,,,,,,,,,,,,,,,,,,,,
Shibuya,11,21,-1,185000,1DK,30,,,,,,,,,,,,,,,,,,,,,,
Shibuya,11,21,7,260000,1LDK,39.47,,,,,,,,,,,,,,,,,,,,,,
Shibuya,11,5,4,163000,1LDK,33.39,,,,,,,,,,,,,,,,,,,,,,
Shibuya,11,5,7,173000,1LDK,33.39,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,16,1,215000,2K,37.2,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,16,2,220000,2K,37.2,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,11,3,142000,1R,25.28,,,,,,,,,,,,,,,,,,,,,,
Shibuya,6,11,4,255000,1LDK,47.22,,,,,,,,,,,,,,,,,,,,,,
Shibuya,1,12,12,163000,1K,28.21,,,,,,,,,,,,,,,,,,,,,,
Shibuya,1,12,16,239000,1LDK,39.05,,,,,,,,,,,,,,,,,,,,,,
Shibuya,9,25,2,204000,1LDK,49.52,,,,,,,,,,,,,,,,,,,,,,
Shibuya,9,25,3,240000,1LDK,51.21,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,10,4,122000,1R,20.44,,,,,,,,,,,,,,,,,,,,,,
Shibuya,4,10,1,200000,1R,40.88,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,18,6,183000,1DK,35.2,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,5,2,120000,1K,22.94,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,5,3,123000,1K,22.94,,,,,,,,,,,,,,,,,,,,,,
Shibuya,8,12,4,110000,1K,20.65,,,,,,,,,,,,,,,,,,,,,,
Shibuya,8,12,8,111000,1K,20.65,,,,,,,,,,,,,,,,,,,,,,
Shibuya,8,7,2,97000,1K,27.99,,,,,,,,,,,,,,,,,,,,,,
Shibuya,9,15,1,123000,1DK,32,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,17,4,109000,1K,20.4,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,17,10,112000,1K,20.4,,,,,,,,,,,,,,,,,,,,,,
Shibuya,2,6,1,140000,1DK,31.05,,,,,,,,,,,,,,,,,,,,,,
Shibuya,2,6,1,150000,1DK,33.95,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,7,2,210000,1K,42.03,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,18,2,118000,1K,20.01,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,18,5,122000,1K,26.38,,,,,,,,,,,,,,,,,,,,,,
Shibuya,5,21,2,95000,1K,20.32,,,,,,,,,,,,,,,,,,,,,,
Shibuya,8,12,3,144000,1K,26.75,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,17,6,480000,5SLDK,114.82,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,4,1,122000,1LDK,34.05,,,,,,,,,,,,,,,,,,,,,,
Nakano,8,12,3,138000,1LDK,40.62,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,9,1,140000,1LDK,42.86,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,0,2,118000,1SLDK,26.95,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,0,3,119000,1DK,26.95,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,18,6,480000,5SLDK,114.82,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,9,2,90000,1K,25.26,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,9,5,133000,1LDK,40.16,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,0,1,126000,1DK,26.05,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,0,3,188000,2LDK,39.53,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,19,2,90000,1K,26.93,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,19,1,120000,1LDK,33.39,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,9,1,107000,1DK,30.19,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,9,4,118000,1LDK,30.19,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,9,1,257000,3LDK,86.95,,,,,,,,,,,,,,,,,,,,,,
Nakano,8,0,1,268000,3LDK,60.05,,,,,,,,,,,,,,,,,,,,,,
Nakano,8,38,2,176000,3LDK,74.34,,,,,,,,,,,,,,,,,,,,,,
Nakano,8,5,-1,106000,1DK,25.74,,,,,,,,,,,,,,,,,,,,,,
Nakano,12,16,1,122000,1LDK,33.33,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,0,1,146000,1LDK,30.8,,,,,,,,,,,,,,,,,,,,,,
Nakano,3,0,1,146000,1LDK,30.8,,,,,,,,,,,,,,,,,,,,,,
Nakano,8,26,4,168000,2LDK,56.39,,,,,,,,,,,,,,,,,,,,,,
Nakano,11,6,2,150000,1LDK,45.11,,,,,,,,,,,,,,,,,,,,,,
Nakano,5,14,7,192000,2LDK,49.36,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,9,4,121000,1K,26.52,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,9,4,190000,2DK,41.26,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,4,2,100000,1DK,25.6,,,,,,,,,,,,,,,,,,,,,,
Nakano,5,26,1,128000,1LDK,36.95,,,,,,,,,,,,,,,,,,,,,,
Nakano,5,26,1,137000,1LDK,42.11,,,,,,,,,,,,,,,,,,,,,,
Nakano,5,9,1,300000,3LDK,71.24,,,,,,,,,,,,,,,,,,,,,,
Nakano,8,11,1,175000,1LDK,44.29,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,6,1,126000,1K,25.23,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,6,5,140000,1DK,25.23,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,4,4,108000,1DK,25.5,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,4,6,110000,1DK,25.93,,,,,,,,,,,,,,,,,,,,,,
Nakano,5,24,6,145000,1LDK,40.5,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,6,1,167000,1LDK,41.38,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,6,2,172000,1LDK,40.25,,,,,,,,,,,,,,,,,,,,,,
Nakano,10,2,1,97500,1DK,25.52,,,,,,,,,,,,,,,,,,,,,,
Nakano,10,2,2,99500,1DK,25.52,,,,,,,,,,,,,,,,,,,,,,
Nakano,11,6,7,124000,1K,25.61,,,,,,,,,,,,,,,,,,,,,,
Nakano,11,6,8,125000,1K,25.61,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,4,2,140000,1DK,31.54,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,2,3,132000,1DK,27.3,,,,,,,,,,,,,,,,,,,,,,
Nakano,3,0,3,159000,1LDK,33.3,,,,,,,,,,,,,,,,,,,,,,
Nakano,3,0,4,160000,1LDK,33.3,,,,,,,,,,,,,,,,,,,,,,
Nakano,8,8,3,87000,1K,13.95,,,,,,,,,,,,,,,,,,,,,,
Nakano,8,7,3,87000,1K,13.95,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,2,8,103000,1K,25.79,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,2,7,104000,1K,25.79,,,,,,,,,,,,,,,,,,,,,,
Nakano,13,6,2,140000,1LDK,50.75,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,9,7,104000,1K,26.54,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,9,4,105000,1K,26.25,,,,,,,,,,,,,,,,,,,,,,
Nakano,10,8,1,170000,1LDK,45.76,,,,,,,,,,,,,,,,,,,,,,
Nakano,10,8,5,179000,1LDK,45.78,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,19,3,85000,1K,20.32,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,19,7,92000,1K,22.37,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,13,3,89000,1K,27.25,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,3,2,106000,1K,26.35,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,3,3,132000,2K,34.26,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,8,1,186000,1LDK,46.04,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,8,2,185000,1LDK,45.02,,,,,,,,,,,,,,,,,,,,,,
Nakano,17,17,1,75000,1K,17.24,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,22,2,175000,1LDK,39,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,22,3,185000,2DK,42.3,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,18,3,74000,1K,20.17,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,2,2,108000,1K,30.03,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,6,4,145000,1K,26.08,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,6,3,150000,1K,25.33,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,21,1,158000,1K,28.29,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,21,17,177000,1DK,35.24,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,3,2,172000,1LDK,33.05,,,,,,,,,,,,,,,,,,,,,,
Nakano,11,8,4,180000,1LDK,46.03,,,,,,,,,,,,,,,,,,,,,,
Nakano,11,8,7,226000,2LDK,55.02,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,18,2,99000,1K,22.35,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,18,1,97000,1K,22.35,,,,,,,,,,,,,,,,,,,,,,
Nakano,8,24,6,177700,1LDK,49.62,,,,,,,,,,,,,,,,,,,,,,
Nakano,1,19,17,158000,1K,28.29,,,,,,,,,,,,,,,,,,,,,,
Nakano,1,19,4,197000,1LDK,43.1,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,0,7,197000,1LDK,35.07,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,0,7,208000,1LDK,39.94,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,0,7,209000,1LDK,36.97,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,0,15,254000,1LDK,40.51,,,,,,,,,,,,,,,,,,,,,,
Nakano,6,0,7,255000,1DK,44.45,,,,,,,,,,,,,,,,,,,,,,
Nakano,3,34,2,160000,2SLDK,53.3,,,,,,,,,,,,,,,,,,,,,,
Nakano,3,21,1,104000,1DK,35.72,,,,,,,,,,,,,,,,,,,,,,
Nakano,8,16,7,100000,1K,20.62,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,47,3,117000,1LDK,36,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,47,3,117000,1LDK,38.5,,,,,,,,,,,,,,,,,,,,,,
Nakano,1,3,10,172000,1LDK,33.05,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,6,2,135000,1K,25.5,,,,,,,,,,,,,,,,,,,,,,
Nakano,7,6,2,140000,1R,31.22,,,,,,,,,,,,,,,,,,,,,,
Nakano,1,9,2,90000,1K,25.02,,,,,,,,,,,,,,,,,,,,,,
Nakano,15,18,2,129000,1LDK,44.89,,,,,,,,,,,,,,,,,,,,,,
Nakano,4,2,4,118000,1K,24.15,,,,,,,,,,,,,,,,,,,,,,
Nakano,1,36,4,65000,1R,20,,,,,,,,,,,,,,,,,,,,,,
Nakano,1,36,5,124000,2DK,37,,,,,,,,,,,,,,,,,,,,,,
Nakano,5,22,3,185000,2DK,42.3,,,,,,,,,,,,,,,,,,,,,,
Nakano,9,36,3,99000,1DK,28.63,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,11,1,220000,2LDK,53.76,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,11,1,140000,1LDK,33.32,,,,,,,,,,,,,,,,,,,,,,
Suginami,8,9,1,122000,1LDK,47.2,,,,,,,,,,,,,,,,,,,,,,
Suginami,8,22,1,265000,3SLDK,101.84,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,0,3,235000,2LDK,49.54,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,0,-1,260000,3LDK,68.64,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,12,1,126000,1LDK,31.92,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,10,1,115000,1DK,27.13,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,10,3,124000,1DK,26.13,,,,,,,,,,,,,,,,,,,,,,
Suginami,8,9,4,135000,1LDK,30.01,,,,,,,,,,,,,,,,,,,,,,
Suginami,8,9,2,140000,1LDK,36.33,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,1,2,131000,1LDK,30.17,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,2,2,168000,1LDK,36.4,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,2,4,194000,2LDK,42.38,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,3,2,198000,2LDK,50.06,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,3,3,200000,2LDK,50.06,,,,,,,,,,,,,,,,,,,,,,
Suginami,10,36,2,131000,3DK,54,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,18,2,105000,1R,34.7,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,18,2,135000,1LDK,44.53,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,3,2,205500,2LDK,54.24,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,3,5,208500,2LDK,53.75,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,3,2,198000,2LDK,50.06,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,3,3,201000,2LDK,50.06,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,9,1,111000,1DK,30.75,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,9,1,121000,1LDK,34.35,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,9,2,132000,1LDK,31.09,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,3,3,129000,1LDK,30.06,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,2,2,168000,1LDK,36.4,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,2,5,172000,1LDK,36.4,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,13,1,155000,1LDK,47.88,,,,,,,,,,,,,,,,,,,,,,
Suginami,10,22,2,123000,1LDK,46.16,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,11,2,143000,1LDK,41.24,,,,,,,,,,,,,,,,,,,,,,
Suginami,11,11,2,193000,2LDK,54.98,,,,,,,,,,,,,,,,,,,,,,
Suginami,8,26,2,140000,1LDK,43.22,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,11,1,139000,1LDK,43.05,,,,,,,,,,,,,,,,,,,,,,
Suginami,8,35,1,122000,2DK,39.6,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,0,2,104000,1R,19.78,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,0,2,136000,1LDK,26.1,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,0,3,208000,2LDK,40.4,,,,,,,,,,,,,,,,,,,,,,
Suginami,11,29,2,160000,2LDK,67.42,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,7,2,170000,1LDK,40.8,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,7,3,195000,2LDK,42.1,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,2,4,134000,1K,26.92,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,2,1,161000,1LDK,31.16,,,,,,,,,,,,,,,,,,,,,,
Suginami,11,14,1,139000,1LDK,41.72,,,,,,,,,,,,,,,,,,,,,,
Suginami,8,8,3,125000,1DK,28.71,,,,,,,,,,,,,,,,,,,,,,
Suginami,8,8,1,130000,1DK,28.84,,,,,,,,,,,,,,,,,,,,,,
Suginami,8,7,2,78000,1K,16.14,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,20,3,146000,1LDK,41.4,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,20,2,146000,1LDK,40.2,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,4,1,159000,1LDK,36.89,,,,,,,,,,,,,,,,,,,,,,
Suginami,1,0,4,151000,1LDK,31.85,,,,,,,,,,,,,,,,,,,,,,
Suginami,1,0,7,154000,1LDK,31.85,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,6,2,109000,1DK,25.68,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,6,8,178000,1LDK,40.44,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,3,5,161000,1LDK,38.12,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,3,3,162000,1LDK,37.56,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,12,5,123000,1DK,32.83,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,18,2,150000,1LDK,43.13,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,8,2,175000,1LDK,55.26,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,4,4,114500,1DK,25.68,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,2,1,132000,1DK,25.32,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,2,2,133000,1DK,25.32,,,,,,,,,,,,,,,,,,,,,,
Suginami,10,41,1,220000,4LDK,92.45,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,13,7,120000,1K,28.3,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,13,3,165000,1LDK,43.83,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,13,1,99000,1K,20.47,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,13,2,99000,1K,20.47,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,34,2,92000,2K,28,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,14,3,86000,1K,25.23,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,14,4,97000,1K,25.23,,,,,,,,,,,,,,,,,,,,,,
Suginami,3,15,2,150000,1LDK,41.23,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,3,3,160000,1LDK,39.02,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,3,5,161000,1LDK,38.12,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,18,1,88000,1K,23.49,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,8,2,92000,1K,26.44,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,6,1,70000,1K,15.52,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,6,2,85000,1R,20.9,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,2,1,166000,1LDK,35.57,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,2,2,253000,2LDK,55.65,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,10,2,104000,1K,25.57,,,,,,,,,,,,,,,,,,,,,,
Suginami,5,10,3,106000,1K,25.59,,,,,,,,,,,,,,,,,,,,,,
Suginami,10,4,1,110000,1DK,26.31,,,,,,,,,,,,,,,,,,,,,,
Suginami,10,4,3,121000,1DK,26.31,,,,,,,,,,,,,,,,,,,,,,
Suginami,12,25,2,130000,2DK,47.19,,,,,,,,,,,,,,,,,,,,,,
Suginami,12,10,4,98000,1DK,30.7,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,2,2,205000,1LDK,48.06,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,2,2,210000,1LDK,48.06,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,5,1,112000,1K,25.3,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,5,7,112000,1R,25.3,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,2,7,112000,1R,25.3,,,,,,,,,,,,,,,,,,,,,,
Suginami,9,2,1,112000,1K,25.03,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,0,1,173000,1LDK,40.58,,,,,,,,,,,,,,,,,,,,,,
Suginami,11,8,2,87000,1K,20.8,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,22,3,124000,2K,34.96,,,,,,,,,,,,,,,,,,,,,,
Suginami,4,4,2,120000,1DK,25.74,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,6,1,70000,1K,15.52,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,6,2,85000,1K,20.9,,,,,,,,,,,,,,,,,,,,,,
Suginami,7,19,2,98000,1K,28,,,,,,,,,,,,,,,,,,,,,,
Suginami,6,10,4,125000,1K,28.52,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,20,4,14.3,1K,31.63,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,11,3,15.9,1LDK,34.18,,,,,,,,,,,,,,,,,,,,,,
Toshima,3,6,1,8.5,1LDK,24.99,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,10,2,11.6,1DK,30.01,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,2,4,13.6,1DK,25.29,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,0,2,18.7,1LDK,34.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,2,3,12.8,1DK,26.69,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,6,3,12.2,1LDK,32.29,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,8,5,15.3,1LDK,31.54,,,,,,,,,,,,,,,,,,,,,,
Toshima,8,14,3,33,3LDK,66.83,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,10,2,12.8,1LDK,33.4,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,5,3,14.5,1LDK,33.59,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,8,1,15,1LDK,32.05,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,37,3,11.5,2LDK,42.9,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,7,1,15,1LDK,42.24,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,14,4,13.6,1LDK,43.67,,,,,,,,,,,,,,,,,,,,,,
Toshima,9,0,2,23,2DK,48.88,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,2,4,16.8,1LDK,31.58,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,2,3,15.7,1LDK,41.3,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,6,4,16,1LDK,35.71,,,,,,,,,,,,,,,,,,,,,,
Toshima,9,9,2,25.5,2SLDK,66.68,,,,,,,,,,,,,,,,,,,,,,
Toshima,10,2,5,12.8,1DK,25.72,,,,,,,,,,,,,,,,,,,,,,
Toshima,3,3,1,13.5,1LDK,35.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,7,3,14.2,1K,25.58,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,22,4,17.7,1DK,39.16,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,4,1,30.9,2SLDK,68.92,,,,,,,,,,,,,,,,,,,,,,
Toshima,10,4,1,12.5,1LDK,25.31,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,12,6,22,1LDK,42.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,3,4,3,11.3,2K,25.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,41,1,13.8,2DK,44.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,8,0,1,12.7,1DK,27.06,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,12,6,9.2,1K,20.29,,,,,,,,,,,,,,,,,,,,,,
Toshima,1,9,6,25.5,3LDK,83.2,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,18,7,14.9,1LDK,40.76,,,,,,,,,,,,,,,,,,,,,,
Toshima,10,3,14,20.5,1LDK,38.61,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,4,1,13.5,2K,25.43,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,5,10,14.6,1K,25.42,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,14,9,17.2,1LDK,42.7,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,13,1,8.4,1K,22.8,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,2,4,15.2,1DK,31.92,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,8,13,10,1K,27.31,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,25,7,8.5,1K,21.45,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,5,5,13.2,1K,25.81,,,,,,,,,,,,,,,,,,,,,,
Toshima,8,8,3,11.9,1K,25.63,,,,,,,,,,,,,,,,,,,,,,
Toshima,3,0,2,16.4,1LDK,30.1,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,38,1,7.5,1K,28.3,,,,,,,,,,,,,,,,,,,,,,
Toshima,3,7,5,15.3,1R,25.6,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,3,2,12.55,1DK,25.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,4,5,4,13,1K,25.23,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,20,4,143000,1K,31.63,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,20,9,147000,1SK,31.84,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,20,5,185000,1LDK,43.08,,,,,,,,,,,,,,,,,,,,,,
Toshima,5,11,3,159000,1LDK,34.18,,,,,,,,,,,,,,,,,,,,,,
Toshima,3,6,1,85000,1LDK,24.99,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,10,2,116000,1DK,30.01,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,10,2,190000,1LDK,41.38,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,2,4,136000,1DK,25.29,,,,,,,,,,,,,,,,,,,,,,
Toshima,6,2,5,156000,1LDK,30.45,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,0,2,187000,1LDK,34.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,0,3,189000,1LDK,34.5,,,,,,,,,,,,,,,,,,,,,,
Toshima,8,2,3,128000,1DK,26.69,,,,,,,,,,,,,,,,,,,,,,
Toshima,8,2,1,146000,1LDK,30.39,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,6,2,122000,1LDK,32.29,,,,,,,,,,,,,,,,,,,,,,
Toshima,7,6,2,127000,1LDK,32.91,,,,,,,,,,,,,,,,,,,,,,
